,ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
2293,MkTQQ0m8Ys8,30,40,"/m/04rlf,/m/0b9m1","['low quality', 'classical', 'orchestra', 'subtle drums rhythm', 'muffled sustained strings melody', 'woodwinds melody', 'live performance', 'mono', 'noisy']","The low quality recording features a live performance of a classical song by an orchestra that consists of muffled sustained strings melody, subtle drums rhythm and woodwinds melody. It is noisy and in mono, like it was recorded with a phone or a camera microphone.",4,False,True
2296,Mnk6590abfY,30,40,"/m/04rlf,/m/0l156b","['latin dance music', 'live performance', 'percussion', 'marimba', 'steel percussion', 'lively', 'playful', 'cheerful', 'vibrant']",This is a latin dance music piece. There is a heavy use of percussive elements such as marimba and steel percussion. They act both as the melodic and the rhythmic background. The atmosphere of the performance is lively and cheerful. This piece could be used as an accompaniment piece for latin dance courses.,9,False,True
2297,MocXmVbat3s,30,40,"/m/04rlf,/t/dd00004,/t/dd00006","['live performance', 'low quality recording', 'cellphone recording', 'low quality audio', 'motown song', 'upbeat', 'soulful female vocal']",This is a  low quality recording of a motown style song. The song seems to have been recorded using a cellphone. The lead female vocalist has a soulful and powerful voice. The song is upbeat and jovial.,3,False,True
2299,MpS2SSIhe2g,30,40,"/m/04rlf,/t/dd00033","['ballad', 'acoustic piano', 'bansuri flute', 'strings', 'synthesizer strings/brass', 'slow tempo', 'sad']",An acoustic piano is playing a slow melody along with strings and brass in the background playing long minor chords. A bansuri flute is playing the lead melody. The whole composition sounds sad and may be playing in a sad movie scene like Titanic.,6,False,True
2300,MpWGx5odhh8,160,170,"/m/018j2,/m/04rlf,/m/04szw,/m/0l14_3","['amateur recording', 'rock song', 'instrumental', 'no voices', 'violins', 'banjo', 'tambourine', 'simple percussion', 'happy mood', 'moderate tempo']","This amateur recording features a rock song. The main melody is played on violins. This is accompanied by percussion playing with breaks matching the breaks in the violin parts. At the end, the violins play a sustained note and a banjo starts to play a melody. A tambourine is played on the first count of the second bar after the banjo starts to play. This is an uptempo song and has a happy feel. This instrumental song can be played in a coffee shop.",0,True,True
2303,MsEoUVWS59M,30,40,"/m/04rlf,/m/0b9m1","['live recording', 'low fidelity', 'ambient noise', 'analog synthesizer', 'sound check', 'monosynth']",Sounds like a poorly recorded live sound check of an analog mono synthesizer. Low fidelity with ambient noise in the background.,8,False,True
2304,MsjeOXuUYG4,170,180,"/m/04rlf,/m/07szfh9,/m/0m0jc","['low quality', 'distorted filtered synth bass', 'echoing female vocal', 'arpeggiated synth lead melody', 'outdoor atmosphere', 'skateboard sound effects', 'wind sound effect', 'traffic sound effect']","The low quality recording features a distorted, filtered synth bass, echoing female vocal, arpeggiated synth lead melody playing, while there are outdoor sound effects like wind blowing, traffic, skateboard driving in the background. It sounds like a compilation of cool skateboard tricks.",4,True,True
2307,MvnC1TfNiPY,90,100,"/m/026z9,/m/04rlf","['duet', 'medium fast tempo', 'electronic music', 'edm', 'vocal backup', 'synth pop', 'youthful', 'energetic', 'dance music', 'disco pop', 'animated synthesiser', 'infectious digital drumming', 'reverb', 'auto tune', 'vocal backup', 'male and female vocals', 'punchy', 'peppy', 'buoyant', 'dj', 'club music']","This song is an energetic dance pop. The tempo is medium fast with keyboard accompaniment, synthesiser articulation,infectious digital drumming and vocal backup supporting the male and female duet. The song is a youthful, upbeat, energetic, spirited, bouncy and pulsating Disco Pop.",7,True,True
2308,MwE7REVj8JQ,110,120,"/m/04rlf,/m/0xzly","['maracas playing percussion', 'female percussionist', 'dance rhythm', 'percussion styles', 'demonstration', 'music artist', 'groovy rhythm', 'home video', 'poor audio quality', 'various tempos', 'latin percussions', 'dance groove', 'solo instrument', 'instrumental music', 'ambient noises', 'hissing tones', 'increasing tempos', 'energetic']",The song is an instrumental. The tempo is varying with maracas being played percussively. The playing is energetic and exciting. The song is a home music video and probably a demonstration of Latin percussion styles.,1,False,True
2309,MwK9HYjeeN0,30,40,"/m/015lz1,/m/015y_n,/m/04rlf,/m/05rwpb,/m/074ft","['western/county', 'acoustic guitar', 'slide guitar', 'e-guitar', 'acoustic drums', 'e-bass', 'male and female singers', 'medium to uptempo']",An acoustic drum is playing a groove with brushes while an e-bass is playing a walking bassline. Someone is strumming chords on an acoustic guitar while an e-guitar is playing rhythmic chords on the offbeat along with a slide guitar playing a melody. A mid-ranged male voice is singing a melody supported by male and female backing singers. This song may be playing in a coffee shop in the morning.,6,False,True
2310,Mwy5Y0S5jfM,240,250,"/m/04rlf,/m/07xzm","['pop-rock', 'no singer', 'instrumental', 'ukulele', 'harp', 'electric guitar', 'bass guitar', 'acoustic guitar', 'generic', 'joyful', 'positive']","This is an instrumental pop-rock piece. There is a harp playing the main melody while a ukulele is strumming chords. An electric guitar and a bass guitar join the melodic background later on. A simple acoustic drum beat is in the rhythmic background. It has a joyful aura, but the sounds used are very generic. The best use for this piece could be the background of a tutorial/instructive type of video.",9,False,True
2312,MyjxrBI9k4o,80,90,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5","['reverb delay electric guitar', 'bright', 'guitar arpeggio', 'strummed electric guitar', 'fast tempo', 'indie rock']",The music features a single melodic element which is an electric guitar with reverb and delay. The guitar alternates between arpeggios and strums. The music could fit the indie rock genre. The overall vibe of the song is bright.,5,False,True
2313,MzUgHy7SyS8,30,40,"/m/015y_n,/m/02x8m,/m/04rlf,/m/06rqw,/m/074ft,/m/0gywn","['male singer', 'medium  fast tempo', 'amplified piano', 'tambourine beats', 'punchy drumming', 'boomy bass lines', 'buoyant', 'punchy', 'perky', 'energetic', 'youthfull', 'shakers', 'simple melody', 'catchy', 'rock', 'pop rock', 'soft rock']","A male vocalist sings this perky pop song. His tempo is medium fast with punchy drumming; animated amplified piano accompaniment, tambourine beats and funky bass lines. The song is simple, peppy, engaging, energetic, story telling, and catchy. This song is Classic Pop/ Soft Rock.",7,True,True
2314,N-dzfI3L5ic,30,40,"/m/04rlf,/m/0ggq0m","['japanese folk music', 'flute playing', 'average audio quality', 'traditional japanese music', 'rich ancestry', 'melancholic', 'poignant', 'stringed instrument harmony', 'instrumental music', 'melancholic', 'no percussions', 'medium tempo', 'emotional', 'romantic', 'grief', 'hopeful', 'myriad of emotions', 'tremolo strings']","The song is an instrumental. The song is medium tempo with a flute paging embody, various stringed instruments playing in harmony and no percussion. The song is passionate and emotional. The audio quality is average .",1,True,True
2316,N0q5vPAsHLI,30,40,"/m/04rlf,/m/07pkxdp","['low quality', 'lullaby', 'wide sustained strings melody', 'arpeggiated mellow piano melody', 'soft passionate female vocal', 'audio pop', 'passionate', 'emotional']","The low quality recording features a lullaby that contains wide sustained strings melody, leaning more towards the left channel and arpeggiated, mellow piano melody in the right channel of the stereo image. There is a short audio pop sound in the middle of the loop. It still sounds emotional and passionate.",4,False,True
2317,N1Mxns_JJTk,30,40,"/m/04rlf,/m/07q7njn","['instrumental music', 'hard rock music', 'dj', 'poor audio quality', 'glass shattering sounds', 'disc scratching tones', 'medium tempo', 'string rock drumming', 'distorted guitar lead', 'piano accompaniment', 'groovy bass line', 'advertisement jingle', 'high spirited', 'adrenaline rush', 'male rapper']","The song is an advertisement jingle. A male singer sings rapping vocals, with a strong drumming rhythm, piano accompaniment, groovy bass line and a distorted guitar playing an aggressive lead. The song is high on adrenaline and energetic. The song is a soundtrack for an ad and is of poor audio quality.",1,False,True
2319,N4tTZn8WlDM,30,40,"/m/04rlf,/m/0b_fwt","['instrumental', 'static sound', 'vibration', 'home recording', 'amateur video', 'slow tempo', 'monotone', 'tense', 'grim', 'spooky', 'no accompanying instruments', 'guitar tuning', 'alto', 'tenor', 'tuning', 'sinister sounds', 'instrumental', 'no accompaniments', 'electric disturbance', 'friction', 'crackling sound']","This clip is an instrumental. The tempo is slow with a stringed instrument playing a single monotone note. There is the sound of static in the background. This sound is of a stringed instrument getting tuned but it has a spooky, eerie, sinister and scary vibe when combined with the static in the background.",7,False,True
2320,N5BAnG2zoUY,30,40,"/m/04rlf,/t/dd00018","['comedic', 'sound effects', 'bass guitar', 'electric guitar', 'synth', 'electronic drums', 'falling', 'biting', 'running']","This is a comedic music piece used in the background of an animation. There is a medium-to-high pitch synth playing the main theme with an electric guitar and bass guitar pattern in the background. The rhythm consists of a simple electronic drum beat. A lot of sound effects are used such as falling, biting and running.",9,False,True
2321,N6YT8_jlt0E,140,150,"/m/04rlf,/m/07rn7sz","['game selection music', 'synth backing', 'no voices', 'clicking sounds', 'no percussion', 'instrumental', 'booming and splashing sounds', 'game mode select sounds']",This clip features a synth pad and synth swells in the background. Game mode selection sounds are played. A boom and splash sound is played just before the game mode selection sound is played. The synth sounds continue to play in the background. There are no voices in this clip. There are no other instruments in this clip. This sound can be used in an online game.,0,False,True
2326,NHA1l_Czm38,180,190,"/m/02w4v,/m/04rlf,/m/06j64v,/m/0gg8l,/m/0l14_3","['middle eastern song', 'flute', 'oud', 'qanun', 'percussion', 'tambourine', 'song for belly dance', 'male voice', 'moderate tempo']","This middle-eastern song features a male voice singing the main melody. An oud plays the same melody as the voice. This is accompanied by middle-eastern percussion instruments played with the hands. A tambourine is played to accent the percussion beats. After the voice, the main melody is played on a flute. This is accompanied by a qanun. This song can be played for a belly dance programme.",0,True,True
2328,NJGo2fmUAII,250,260,"/m/04rlf,/t/dd00036","['instrumental', 'fast tempo', 'intense', 'loud', 'sonic power', 'amplified guitar', 'powerful', 'electrifying', 'pulsating', 'throbbing', 'aggressive', 'urgency', 'danger', 'harsh', 'steel guitar', 'vital', 'persistent', 'boisterous', 'heavy metal', 'hard rock', 'loud electric guitar feedback', 'vibrations', 'impactful', 'hard hitting drums', 'amplified keyboard harmony']","This music is instrumental. The tempo is fast with vigorous electric guitar feedback, hard hitting drums, amplified keyboard harmony and bass guitar. The music is loud, aggressive, boisterous, vital, persistent and high-powered. This music is a Heavy Metal Instrumental.",7,False,True
2330,NKDBwJIwWoU,30,40,"/m/0342h,/m/04rlf,/m/04szw,/m/05lls,/m/0fx80y","['distortion guitar', 'guitar solo', 'synth backing', 'vibrato', 'hammer on', 'no other instruments', 'no percussion', 'no voice', 'instrumental', 'slow tempo', 'romantic theme']","This song features a distortion guitar playing a guitar solo. The solo is played at a high pitch. It is a slow tempo solo. The guitarist plays a lot of vibrato when the notes are allowed to ring for a while. The pattern follows three ascending notes followed by three strikes on a lower note. This is followed by one higher note, the lower note and a hammer on to a higher note. A synth plays backing chords. There are no other instruments in this song. The mood of this song is romantic.",0,False,True
2332,NNeEzTVATHg,30,40,"/m/04rlf,/m/0g293,/m/0ln16,/t/dd00032","['amateur recording', 'violin music', 'acoustic guitar', 'crowd voice', 'whistles', 'folk music', 'folk dance music', 'no percussion moderate tempo']",This amateur recording features folk music being played on violins. There are multiple violins playing in harmony. The tempo is moderate. There is no percussion in this song. Crowd voices and whistles can be heard during the performance. This song is played for a folk dance.,0,False,True
2341,NWL-P08eM-U,30,40,"/m/0145m,/m/0164x2,/m/04rlf,/m/06bxc,/m/06j6l,/m/0glt670","['male singer', 'medium tempo', 'spirited', 'vibrant', 'buoyant', 'foreign language', 'punchy guitar rhythm', 'drum stick clicks', 'disco rap', 'punchy', 'guitar accompaniment', 'steady drumming', 'congas', 'keyboard harmony', 'energetic', 'rap', 'hip-hop', 'pop rap', 'youthful', 'spirited', 'animated', 'dance groove', 'vibrant', 'punchy guitar rhythms drum stick clicks', 'rhythmic patter']","A male vocalist sings this peppy rap. The tempo is medium fast with an enthusiastic and catchy guitar rhythm, drum stick clicks, congas, steady drumming and keyboard accompaniment. The song is simple, punchy; buoyant, youthful, animated, vibrant and has a catchy dance groove. This song is contemporary Hip-Hop/Rap.",7,False,True
2347,N_41Y2vH6eA,0,10,"/m/028v0c,/m/04rlf,/m/07q6cd_","['squeaky toys sound effect', 'low quality', 'lullaby', 'tinny bells melody', 'noisy']","The low quality recording features squeaky toys sound effects, followed by noisy tinny bells melody. It sounds like a lullaby - like something kids would listen to.",4,False,True
2348,N_LKZjw9DLk,60,70,"/m/015lz1,/m/04rlf,/m/074ft,/m/07brj,/m/0dq0md","['hindi song', 'female voice singing', 'high pitch', 'strings', ""percussion's"", 'slower to medium tempo', 'amateur recording']",This song contains a female voice singing in a high pitch along to strings playing their own supportive melody and percussion's holding a groove with different elements. This is an amateur recording. This song may be playing at a gym during dancing classes.,6,False,True
2349,N_Wx35sNqdM,80,90,"/m/04rlf,/t/dd00031","['pop/rock', 'e-bass', 'piano', 'e-guitars', 'male singer', 'mid range', 'backing vocals', 'acoustic drums', 'light positive and melancholic atmosphere']","The male voice is singing while male backing voices are underlining some phrases. They are adding harmonies to his singing. An acoustic drum and e-bass are holding the groove while a piano and e-guitar are playing the same chords. Another e-guitar is playing a melody, almost repeating the singer's melody as a response. The e-guitar is running through an effect. The guitars are panned to the left and right side of the speakers. This song may be playing at a scene of a rom-com movie.",6,True,True
2351,NdiSW-p2I0c,30,40,"/m/02sgy,/m/04rlf,/m/06by7,/m/0b_fwt,/m/0dl5d","['low quality', 'wide playback instrumental', 'rock', 'passionate electric guitar solo melody', 'noisy']",The low quality recording features a passionate electric guitar solo melody over wide playback rock instrumental. The recording is noisy.,4,False,True
2353,Nep_3Y81E_w,30,40,"/m/04rlf,/m/05rwpb,/m/06by7,/m/0dl5d","['rock', 'female higher register voice', 'acoustic drums', 'e-guitar', 'e-bass', 'uptempo', 'high school rock']",The drums are playing a steady rock groove with a half open hi hat constantly ringing through the song. The e-guitar is panned to the left and right side of the speakers or two e-guitars are shredding the same distorted chords along with the bass silently playing in the background. The female voice is singing in a higher pitch and is accompanied by a female backing voice singing a deeper harmony. This sounds like a typical high school rock song. This song may be played chilling in your room sitting on the bed daydreaming.,6,False,True
2355,NhVkzcCL0SA,30,40,"/m/04rlf,/m/0ggq0m","['instrumental', 'male voice', 'orchestra', 'collage', 'epic', 'classical music genre']","The orchestral music is purely instrumental and makes an exception only towards the ending of the music excerpt, where a male voice can be heard. Throughout this passage one can notice that segments of three different pieces are played one after the other, the 3rd one being the shortest - about 1 second in length. The first piece sounds like it depicts a dance, the second one an epic moment and the 3rd one is too short to draw any conclusions.",2,False,True
2357,NlCfScKw_Mk,30,40,"/m/04rlf,/m/0l14qv","['funk/jazz', 'e-bass', 'acoustic drum', 'piano', 'keyboard brass sound', 'uptempo', 'amateur recording']",Someone is playing a track from speakers. This song contains a strong e-bass playing a funky bassline along with a funky drum groove. Then a piano comes in playing a jazzy melody in one scale accompanied by a synth brass sound swelling into existence and playing a short rise before leaving again. This is an amateur recording but of decent audio-quality. This song may be playing in a jazzbar.,6,True,True
2360,NmMJgUo19Gk,460,470,"/m/0342h,/m/04rlf,/m/04szw,/m/05w3f","['instrumental intro', 'electric guitar solo', 'blues rock guitar', 'string bending', 'tambourine', 'aggressive acoustic guitar strumming', 'electric bass guitar', 'uptempo rock drums', 'protest music', 'counterculture', ""1960's""]","This instrumental intro features a blues rock inspired electric guitar solo with string bending, an aggressively strummed acoustic guitar, a tambourine, an electric bass guitar and an uptempo rock drum beat. Feels like a protest song from the sixties.",8,False,True
2361,Nms2A0wi0vU,20,30,"/m/04rlf,/m/07p78v5,/t/dd00125","['digital caribbean music', 'percussion', 'e-bass', 'keys', 'whistle', 'samples', 'uptempo', 'amateur recording']",This song contains a fast paced melody played by several instruments like an e-bass and some pitched percussive instruments along with a keyboard and whistles. loud in the background you can hear underwater-sounds and high pitched digital game voices panned to the right side of the speakers. This is an amateur recording. This song may be playing in an adventure video-game for kids.,6,False,True
2362,NmwmOY6iBFg,30,40,"/m/01hgjl,/m/01v1d8,/m/04rlf,/m/07qb_dv","['vinyl scratches', 'drums', 'bass guitar', 'electric guitar', 'turntable']",The music excerpt is split into two different songs. The first half features the type of turntable scratches that DJs usually do. A song is running in a loop in the background. In the second half the music fades in and becomes louder but at the same time it sounds as if it's interrupted.,2,False,True
2368,NqDxpJ2uR_8,0,10,"/m/04rlf,/m/0cj0r","['pop', 'wave sounds', 'digital sound effects', 'acoustic/digital drums', 'e-guitar', 'uplifting', 'slower tempo']",Digital sound effects are rising in a high pitch along with the sound of ocean-waves. Then a song starts containing a digital/acoustic drum playing a simple and clear groove with a shaker sample as hi hat sound and a e-guitar finger picking a melody. This song may be playing as an intro for an informational video.,6,False,True
2369,Nqb7nw58q08,30,40,"/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/05w3f,/m/0dl5d","['electric guitar lead', 'live performance', 'live band', 'guitar band', 'exciting', 'instrumental music', 'adrenaline rush', 'energetic', 'electric guitar riff', 'live audience', 'entertaining', 'funk jazz', 'groovy drumming rhythm', 'percussive bass line', 'cymbals crashing', 'improvisational music', 'jazz funk', 'smooth jazz', 'groovy music', 'medium fast tempo']","The song is an instrumental. The song is medium tempo with a groovy drumming rhythm,  percussive bass line and cool electric guitar riff played repeatedly. The song is exciting and energetic. The song has smooth jazz or funk jazz roots.",1,False,True
2370,Ns-iXXKmzzU,30,40,"/m/04rlf,/t/dd00003","['amateur recording', 'male voice', 'male singing female voice', 'slow tempo', 'romantic theme', 'dreamy song', 'easy listening', 'calming voices', 'harp sound', 'chimes', 'no percussion']","This clip features a male voice singing the main melody. Toward the end, the voice transitions to a female voice to make this sound like a duet. This is accompanied by a harp sound plucking strings. Chimes are played when the voice transitions from male to female. There is no percussion in this song. The voices are calming and relaxing. The theme of this song is romantic. This song can be played in a romantic movie.",0,False,True
2372,NsYVaRI6rXg,30,40,"/m/028sqc,/m/04rlf,/m/064t9","['live performance', 'laughing vocals', 'seductive female pop vocals', 'strings motif', 'pop dance music', 'upbeat', 'breathy female vocals', 'hip hop']","The song is an upbeat pop song with a slight hip hop influence. It's a live performance and features a breathy, seductive female vocalist. The backup singers almost chant or laugh in a staccato way that creates a vocal riff. There are string instruments in the background. This is a live performance.",3,True,True
2374,NtM3gudMBCQ,10,20,"/m/026t6,/m/02hnl,/m/04rlf,/m/04szw,/m/0bm02,/m/0l14md,/m/0l156b","['instrumental', 'medium fast tempo', 'lively', 'steel pan', 'sound of bike starting', 'sound of breeze', 'windy', 'guiero rhythm', 'recycled instrument', 'discarded oil drums', 'keyboard harmony', 'steady bass line', 'people talking', 'guider sound of breeze', 'guiro rhythm', 'simple music', 'catchy', 'upbeat', 'rhythmic congas', 'bongos']","This song is an instrumental. The tempo is medium fast with melodious steel pan, rhythmic percussion like bongos and congas, guitar sound, steady bass line and keyboard harmony. The sound of the breeze in the background indicates that music is being played outdoors. The music is invigorating, playful, light, pleasant, mellifluous and warm.",7,False,True
2375,NuN-ug3dIkw,30,40,"/m/026z9,/m/04rlf","['rave', 'electronic dance music', 'electronic drums', 'synth', 'dance', 'loud', 'energetic', 'repeated theme', 'club music']","This is the recording of an electronic dance music/rave party. The rhythmic background consists of a loud electronic drum beat. There is a synth playing a simple and repeated theme. The atmosphere is energetic. This piece could be played at nightclubs, dance clubs and rave events. It could also be playing at beach parties.",9,False,True
2376,Nuks8XFdGMk,30,40,"/m/04rlf,/t/dd00037","['wide dark mellow synth pad', 'mellow noise sound effect', 'relaxing', 'calming', 'ambient', 'dark']","The Ambient song features a widely spread dark mellow synth pad. There is a mellow noise sound effect at the beginning of the loop. It sounds dark, calming and relaxing - like something you would listen to while doing yoga.",4,False,True
2377,NwA9JSlK_lM,30,40,"/m/018j2,/m/02p0sh1,/m/04rlf,/m/0gg8l","['irish folk music', 'no singer', 'instrumental', 'uilleann pipes', 'fiddle', 'acoustic guitar', 'vibrant', 'joyful', 'lively', 'steady tempo']",This is an Irish folk music piece. There is no singer. The main melody is being played by the uilleann pipes and the fiddle at a high pitch. The acoustic guitar is playing a rapid procession of chords in the background. The atmosphere is lively. This piece could be playing in the background at an Irish pub. It could also be used in the soundtracks of movies and TV shows that have a theme with an Irish influence.,9,True,True
2378,NwUJe24OxC8,160,170,"/m/015lz1,/m/04rlf,/t/dd00034","['low quality', 'live performance', 'passionate', 'male vocal', 'mellow piano melody', 'soft', 'emotional', 'heartfelt', 'ballad', 'sad']","The low quality recording features a live performance of a ballad song that consists of passionate male vocal singing over a mellow piano melody. It sounds soft, emotional, sad and heartfelt.",4,False,True
2379,NwfEO8cjSK0,30,40,"/m/04rlf,/m/04szw,/m/0cfdd,/m/0l14gg,/m/0l14qv","['electronic', 'live', 'analog sounding', 'synth-based', 'pad', 'sequence', 'electronic drums', '909-like', 'computer-like', 'robotic', 'monotonous']",This is an analog sounding electronic jam. The automated melody is played by a sequencer that has a synthesizer base. The electronic drums in the rhythmic background have a 909-like sound. The atmosphere of the piece is very robotic and computer-like. This piece could be used in the soundtracks of movies and video games that have a cyberpunk/futuristic sci-fi theme.,9,False,True
2380,NxdQtpceXaI,30,40,"/m/04rlf,/m/05r6t,/m/05w3f,/m/06by7,/m/07qsvvw","['male vocalist', 'medium fast tempo', 'live performance', 'gig', 'concert', 'retro', 'retro rock', 'keyboard harmony', 'infectious drumming', 'animated electric guitar harmony', 'groovy bass lines', 'punchy drumming', 'electric guitar lead', 'retro', 'rock', 'heavy metal', 'hard rock', 'metal', 'sonic power', 'amplified instruments', 'excited vocals', 'youthful', 'spirited', 'enthusiastic', 'energetic']","A male vocalist sings this energetic Rock song. The tempo is medium fast with an animated electric guitar harmony and lead, groovy bass lines,infectious drumming and keyboard harmony. The song is electric,pulsating, youthful, energetic, enthusiastic, passionate and powerful with emphatic vocals. This song is Heavy Metal.",7,False,True
2381,NxpnW_IdkSY,480,490,"/m/0326g,/m/04rlf","['low quality', 'camera shuttering sounds', 'acoustic rhythm guitar', 'noisy', 'country melody', 'camera beeping sounds']",The low quality recording features a live performance of a country melody on an acoustic rhythm guitar. There are some camera shuttering and beeping sounds in the background.,4,False,True
2383,Nymjfq2kXnI,30,40,"/m/02lkt,/m/04rlf,/m/07s72n","['female vocals', 'electronic music', 'enigmatic', 'medium tempo', 'atmospheric synthesiser', 'electronic music', 'high notes', 'high pitched', 'dissonant', 'psychedelic', 'heavily synthesised', 'drum rhythm', 'digital drums', 'drum machine', 'youthful', 'dance music', 'dance hits', 'pop', 'dance pop', 'club', 'club music', 'dance music', 'party music', 'dance groove', 'edm', 'trance', 'trap', 'trippy']","A female vocalist sings this trippy vocal riff. The tempo is medium with atmospheric synthesiser and digital drums. The song is heavily synthesised and is psychedelic, intense, enigmatic, mysterious and youthful with a dance groove. This song is an EDM/Electro Pop song.",7,False,True
2384,Nz4iLzJBTBo,300,310,"/m/0395lw,/m/03w41f,/m/04rlf","['church bells', 'melancholic', 'percussion shakers', 'female singer', 'animated voices', 'medium tempo', 'christmas music', 'keyboard harmony', 'steady drumming rhythm', 'walking bass line', 'passionate spirited', 'dream scene music', 'animated movie soundtrack', 'lilting music', 'dance rhythm', 'romantic', 'emotional', 'shakers', 'groovy rhythm', 'accompaniment', 'folk music']","A female singer sings this animated melody. The song is medium tempo with church bells playing percussively, shakers percussion, walking bass line, steady drumming rhythm and keyboard harmony, the song is romantic and eclectic in nature. The song is an animated movie soundtrack.",1,False,True
2386,NzvkMWY4EjA,30,40,"/m/02rr_,/m/02sgy,/m/04rlf,/m/0b9m1,/m/0g12c5","['electric guitar', 'overdrive', 'strumming', 'rock', 'warm']",Solo performance of an electric guitar player strumming chords. The tone is overdriven and warm. The genre is rock.,8,False,True
2387,O0sDg-yLvlE,30,40,"/m/04rlf,/m/04rzd","['male singer', 'country music band', 'double bass', 'mandolin', 'american country music', 'nostalgic', 'story telling', 'average audio quality', 'live performance', 'ambient room noise', 'ukulele accompaniment', 'guitars rhyme', 'guitar band', 'country folk musical folk singer', 'slow tempo', 'gentle music', 'country music hits', 'romantic', 'emotional', 'lilting melody']","A male singer sings this gentle country music melody. The song is slow tempo with banjo, mandolin and guitar accompaniment and a double bass playing the lower register harmony. The song is emotional and nostalgic. The song is a country music hit with an average audio quality.",1,False,True
2390,O1RmrE_HfpE,30,40,"/m/02bxd,/m/04rlf","['jam', 'no singer', 'instrumental', 'live performance', 'single instrument', 'didgeridoo', 'varying range', 'percussion', 'sound effects', 'techno-like', 'eccentric', 'sensational']",This is a live acoustic performance piece. The didgeridoo is being used in varying ranges and effects to play many different tunes and to get a techno-like sound variety. There is a whole bunch of percussive instruments being used from membranous percussion to bell percussion. It all adds up into one big sensational performance. There is an eccentric atmosphere. This piece could be used in the soundtrack of a movie with a primitive/jungle setting. It could also be used in action or pursuit scenes in movies.,9,True,True
2392,O28kY0aN8VI,30,40,"/m/0283d,/m/04rlf,/m/07gxw,/m/0m0jc","['dance/electronic', 'low quality', '4 on the floor kick', 'filtered clapping', 'suspenseful synth arpeggio melody', 'shimmering open hat', 'subtle hi hat', 'tinny syncopated percussive element', 'groovy bongos', 'energetic', 'shimmering shakers', 'pulsating filter modulated riser', 'wide echoing female exhale', 'audio cutout']","The Dance Electronic track features a filtered clapping, suspenseful synth arpeggio melody, shimmering open hat, subtle hi hat, tinny syncopated percussive element, groovy bongos located in the right channel and pulsating filter modulated riser that bring the energy up. In the second part of the loop there is a ""4 on the floor"" kick pattern with a slight variation, alongside wide, echoing female exhales and shimmering shakers. It sounds low quality, especially since there is a tiny audio cutout, but also energetic, like something you would hear in the clubs.",4,False,True
2393,O2HttJtcec4,30,40,"/m/01lyv,/m/0342h,/m/042v_gx,/m/04rlf,/m/0fx80y","['male singer', 'slow tempo', 'soft melody', 'acoustic guitar accompaniment', 'mellow', 'emotional', 'devotion', 'christian gospel song', 'christian song', 'christian praise and worship', 'reverence', 'devotion']","A male vocalist sings this soft melody. The tempo is slow with acoustic guitar accompaniment. The song is soft, mellow, dulse, emotional and gentle with minimal music. The song is a Christian Gospel Song.",7,False,True
2396,O5IulN0n6d0,30,40,"/m/04rlf,/m/06bxc,/m/0glt670","['amateur audio quality', 'rap music', 'emotional', 'korean rap', 'youthful', 'passionate', 'street smart', 'dance rhythm', 'keyboard harmony', 'cool and sophisticated', 'male rap singer', 'asian stringed instruments', 'keybiard harmony', 'vocal harmony', 'backup singers', 'steady drumming rhythm', 'groovy bass line', 'story telling', 'asian rap hits', 'engaging', 'energetic', 'passionate', 'rap hits', 'rap artist']","A male rapper sings this cool melody with a backup singer in vocal harmony. The song is medium tempo with a groovy bass, keyboard playing harmony, stringed Asian instrument and a steady drumming rhythm. The song is story telling and passionate. The song is in poor audio quality and is a rap music video.",1,False,True
2398,O6QyYC7Tt2A,160,170,"/m/02w4v,/m/04rlf,/m/04szw","['folkmusic', 'violin', 'accordion', 'female choir', 'bass', 'tambourine', 'flute', 'acoustic guitar', 'uptempo']",A female choir is singing a melody. The instruments are playing the same melody. The percussion- section contains a bassline being played along with a tambourine. This song may be playing at a public folkfest.,6,False,True
2403,O8rHjrG3HM4,30,40,"/m/01v1d8,/m/04rlf,/m/0cfdd","['percussion track', 'fast paced rim shots', 'clapping hands', 'tom drum', 'kick drum']","This track is purely percussion and features fast paced playing of rim shots, tom drums and a kick drum. There's also a clapping hands effect.",3,False,True
2404,O9Ag-dE-yfQ,0,10,"/m/02fxyj,/m/04rlf","['soft acoustic rhythm guitar', 'angelically harmonized mixed vocals', 'pop rock', 'cover', 'hopeful', 'emotional']",The Recording features a cover of a pop rock song and it consists of soft acoustic rhythm guitar located in the left channel and angelically harmonized mixed vocals singing on top of it. It sounds hopeful and emotional.,4,False,True
2405,O9_avJFKIQk,30,40,"/m/04rlf,/m/07swgks","['low quality', 'noisy', 'haunting', 'wind sound effects', 'sea sound effect', 'church bell sound effect', 'spooky', 'atmosphere']","The low quality recording features haunting and spooky noises of wind, sea and some church bell sound effects. Sounds like a thriller movie atmosphere.",4,False,True
2407,OAl2EjbdQG8,30,40,"/m/02cz_7,/m/04rlf","['electronic', 'experimental', 'bass sound', 'digital drums', 'amateur recording']",an uprising low modulated sound comes in with a lot of airy noise before a digital drum rhythm is playing. This is an amateur recording. This sequence may be playing at home programming a sampler.,6,False,True
